OBJECTID,ID,SECCLASS,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,GNIS_ID,SOURCE,FAC_TYPE,TOT_STAFF,TOT_RES,BEDS,EXC_BEDS,OWNERSHIP,MEDICAIDID,MEDICAREID,STATELICID,SUPFACTYPE
463,11597432,UNCLASSIFIED,CAROLINA OAKS ENHANCED CARE CENTER,828-754-6106,229 WILSON STREET NORTHWEST, ,LENOIR,NC,28645,4336,CALDWELL,37027, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,774666579,-81.5299622,35.9177189,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-014-002,ADULT CARE HOME
464,11597401,UNCLASSIFIED,CHASE SAMARITAN ASSISTED LIVING,828-298-7592,30 DALEA DRIVE, ,ASHEVILLE,NC,28805,1686,BUNCOMBE,37021, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125094599,-82.4774111,35.5923043,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.MOUNTAINMANORASSISTEDLIVING.COM/CHASE-SAMARITAN.HTM, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,54,0, , , ,HAL-011-133,ADULT CARE HOME
465,11597398,UNCLASSIFIED,CHUNNS COVE ASSISTED LIVING,828-258-8787,67 MOUNTAINBROOK ROAD, ,ASHEVILLE,NC,28805,1238,BUNCOMBE,37021, , , , ,1262217600000,PHONE,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102572151,-82.5241588,35.603173,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,68,0, , , ,HAL-011-262,ADULT CARE HOME
466,11597423,UNCLASSIFIED,CONCORD HOUSE,704-785-9501,2339 ODELL SCHOOL ROAD, ,CONCORD,NC,28027,7454,CABARRUS,37025, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28203178,-80.730066,35.4439885,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,48,0, , , ,HAL-013-031,ADULT CARE HOME
467,11597424,UNCLASSIFIED,COUNTRY HOME,704-782-5288,2908 COUNTRY HOME ROAD, ,CONCORD,NC,28025,7628,CABARRUS,37025, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28207270,-80.5264572,35.3587451,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-013-035,ADULT CARE HOME
468,11558808,UNCLASSIFIED,ELIZABETHTOWN NURSING CENTER,910-862-8181,208 MERCER ROAD, ,ELIZABETHTOWN,NC,28337, ,BLADEN,37017, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,102751689,-78.606428,34.6215717,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, ,2505790,TECHNIGRAPHICS,NURSING FACILITIES,0,0,94,0, , , ,NH0328,NURSING HOME
469,11597427,UNCLASSIFIED,FIRST ASSEMBLY LIVING CENTER,704-793-4760,160 WARREN C COLEMAN BOULEVARD, ,CONCORD,NC,28027,6786,CABARRUS,37025, , , , ,1262649600000,PHONE,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,778338107,-80.607432,35.3996726,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,180,0, , , ,HAL-013-003,ADULT CARE HOME
470,11597428,UNCLASSIFIED,KANNAPOLIS VILLAGE,704-932-8900,1516 PINE STREET, ,KANNAPOLIS,NC,28081,4142,CABARRUS,37025, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28239615,-80.6477784,35.4982993,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://AMERICASLIVINGCENTERS.COM/DEFAULT.ASPX, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-013-033,ADULT CARE HOME
471,11597797,UNCLASSIFIED,KELLYS CARE 5,828-287-2630,5196 SMAWLEY AVENUE, ,MORGANTON,NC,28655,8967,BURKE,37023, , , , ,1262563200000,ALT REF,1262563200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,118980651,-81.83623,35.6935654,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://KDSUPPORTSERVICES.COM/HOME_PAGE.HTML, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,14,0, , , ,HAL-075-009,ADULT CARE HOME
472,11597416,UNCLASSIFIED,LONGVIEW ASSISTED LIVING,828-437-6846,2001 BRISTOL CREEK AVENUE, ,MORGANTON,NC,28655,9851,BURKE,37023, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102515378,-81.6673446,35.8288987,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,63,0, , , ,HAL-012-022,ADULT CARE HOME
473,11597417,UNCLASSIFIED,MCALPINE ADULT CARE,828-584-4513,3806 KATHY ROAD, ,MORGANTON,NC,28655,6297,BURKE,37023, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102900396,-81.8135145,35.7017404,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-012-004,ADULT CARE HOME
474,11597418,UNCLASSIFIED,MORGANTON LONG TERM CARE FACILITY,828-433-7056,1300 EAST UNION STREET, ,MORGANTON,NC,28655,5379,BURKE,37023, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102393839,-81.6644194,35.7540851,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-012-005,ADULT CARE HOME
475,11597419,UNCLASSIFIED,MORGANTON LONG TERM CARE SOUTHVIEW FACILITY,828-433-5069,151 SOUTHVIEW STREET, ,MORGANTON,NC,28655,2900,BURKE,37023, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102533631,-81.6670478,35.7491104,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,64,0, , , ,HAL-012-007,ADULT CARE HOME
476,11558809,UNCLASSIFIED,POPLAR HEIGHTS CARE AND REHABILITATION CENTER,910-862-8100,804 SOUTH POPLAR STREET, ,ELIZABETHTOWN,NC,28337,9226,BLADEN,37017, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,102931097,-78.6124026,34.6210693,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SUNBRIDGEHEALTHCARE.COM/HEALTHCARE_CENTERS/NORTH_CAROLINA/POPLAR_HEIGHTS.ASPX, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,120,0, , , ,NH0420,NURSING HOME
477,11597391,UNCLASSIFIED,SHALLOTTE ASSISTED LIVING,910-754-6621,520 MULBERRY STREET, ,SHALLOTTE,NC,28470,4586,BRUNSWICK,37019, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102831142,-78.3924102,33.9839037,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.SHALLOTTEASSISTED.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-010-004,ADULT CARE HOME
478,11597385,UNCLASSIFIED,SOUTHERN TOUCH ASSISTED LIVING,252-794-5401,205 WEST WATSON STREET, ,WINDSOR,NC,27983,1731,BERTIE,37015, , , , ,1262044800000,PHONE,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,90923486,-76.9526455,36.0012788,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,25,0, , , ,HAL-008-021,ADULT CARE HOME
479,11597386,UNCLASSIFIED,WINDSOR HOUSE,252-794-9333,336 SOUTH RHODES AVENUE, ,WINDSOR,NC,27983, ,BERTIE,37015, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,90924469,-76.9295624,35.9829339,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://THEWINDSORHOUSE.NET/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-008-022,ADULT CARE HOME
480,11597325,UNCLASSIFIED,WINDWOOD REST HOME,828-665-1021,6 WINDWOOD DRIVE, ,CANDLER,NC,28715,9707,BUNCOMBE,37021, , , , ,1262217600000,ALT REF,1262217600000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125457725,-82.7161722,35.574285,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-011-211,ADULT CARE HOME
481,11597402,UNCLASSIFIED,FLESHERS FAIRVIEW HEALTH AND RETIREMENT CENTER,828-628-1066,3016 CANE CREEK ROAD, ,FAIRVIEW,NC,28730,8743,BUNCOMBE,37021, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,756499392,-82.4155492,35.5075837,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://FLESHERS.NET/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,64,0, , , ,HAL-011-005,ADULT CARE HOME
482,11597407,UNCLASSIFIED,RICHMOND HILL REST HOME NUMBER 1,828-252-6229,95 RICHMOND HILL ROAD, ,ASHEVILLE,NC,28806,3918,BUNCOMBE,37021, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125466700,-82.58548,35.6144272,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-011-192,ADULT CARE HOME
483,11597408,UNCLASSIFIED,RICHMOND HILL REST HOME NUMBER 2,828-252-6229,95 RICHMOND HILL ROAD, ,ASHEVILLE,NC,28806,3918,BUNCOMBE,37021, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125466700,-82.5855835,35.6147874,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-011-191,ADULT CARE HOME
484,11597409,UNCLASSIFIED,RICHMOND HILL REST HOME NUMBER 3,828-252-6229,95 RICHMOND HILL ROAD, ,ASHEVILLE,NC,28806,3918,BUNCOMBE,37021, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125466700,-82.5856787,35.6151839,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-011-190,ADULT CARE HOME
485,11597410,UNCLASSIFIED,RICHMOND HILL REST HOME NUMBER 4,828-252-6229,95 RICHMOND HILL ROAD, ,ASHEVILLE,NC,28806,3918,BUNCOMBE,37021, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125466700,-82.5859643,35.6152226,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-011-189,ADULT CARE HOME
486,11597411,UNCLASSIFIED,RICHMOND HILL REST HOME NUMBER 5,828-252-6229,95 RICHMOND HILL ROAD, ,ASHEVILLE,NC,28806,3918,BUNCOMBE,37021, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125466700,-82.5859076,35.6148564,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,12,0, , , ,HAL-011-188,ADULT CARE HOME
487,11597341,UNCLASSIFIED,SHAIRE CENTER,828-728-6500,1450 SHAIRE CENTER DRIVE, ,LENOIR,NC,28645,7565,CALDWELL,37027, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102510069,-81.534476,35.8560272,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,SHAIRECENTER.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,82,0, , , ,HAL-014-004,ADULT CARE HOME
488,11597446,UNCLASSIFIED,AUSTIN ADULT CARE,828-466-0300,511 BUMGARNER INDUSTRIAL DRIVE, ,CONOVER,NC,28613,9205,CATAWBA,37035, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102900414,-81.245848,35.7002927,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,30,0, , , ,HAL-018-023,ADULT CARE HOME
489,11597456,UNCLASSIFIED,CAMBRIDGE HILLS ASSISTED LIVING,919-545-9573,140 BROOKSTONE LANE, ,PITTSBORO,NC,27312,5732,CHATHAM,37037, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,116039893,-79.1853259,35.7268466,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,WWW.CAMBRIDGEHILLSAL.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,90,0, , , ,HAL-019-019,ADULT CARE HOME
490,11597448,UNCLASSIFIED,CATAWBA VALLEY LIVING AT ROCK BARN,828-459-0008,4174 SHOOK ROAD, ,CLAREMONT,NC,28610,8608,CATAWBA,37035, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,778353898,-81.1690464,35.7541054,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.CATAWBAVALLEYLIVING.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-018-024,ADULT CARE HOME
491,11597477,UNCLASSIFIED,CHRISTIAN CARE OF NEW BERN,252-633-3455,104 EFIRD BOULEVARD, ,NEW BERN,NC,28562,8913,CRAVEN,37049, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102683944,-77.1509496,35.0823608,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,64,0, , , ,HAL-025-026,ADULT CARE HOME
492,11558862,UNCLASSIFIED,CLAY COUNTY CARE CENTER,828-389-9941,86 VALLEY HIDEAWAY DRIVE, ,HAYESVILLE,NC,28904,9674,CLAY,37043, , , , ,1262736000000,PHONE,1262044800000,MANUAL,623110,NURSING HOMES,116025779,-83.8092417,35.0412294,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CLAYCOUNTYCARECENTER.COM/, ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,100,0, , , ,NH0542,NURSING HOME
493,11597474,UNCLASSIFIED,CROATAN VILLAGE,252-634-9066,4522 OLD CHERRY POINT ROAD, ,NEW BERN,NC,28560,8012,CRAVEN,37049, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102695064,-76.9936671,35.0205134,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.CROATANVILLAGE.COM/,2505738,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,72,0, , , ,HAL-025-020,ADULT CARE HOME
494,11597353,UNCLASSIFIED,EDENTON HOUSE,252-482-1113,323 MEDICAL ARTS DRIVE, ,EDENTON,NC,27932, ,CHOWAN,37041, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,777915353,-76.6168786,36.0708374,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.EDENTONHOUSE.NET/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-021-006,ADULT CARE HOME
495,11597463,UNCLASSIFIED,EDENTON PRIMETIME RETIREMENT VILLAGE,252-482-4491,106 MARK DRIVE, ,EDENTON,NC,27932,1756,CHOWAN,37041, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,123635168,-76.6128525,36.0687651,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.EDENTONPRIMETIME.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-021-005,ADULT CARE HOME
496,11597388,UNCLASSIFIED,GLENCARE OF BLADENBORO,910-863-4500,714 EAST BLADEN STREET, ,BLADENBORO,NC,28320, ,BLADEN,37017, , , , ,1262044800000,PHONE,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102756445,-78.7835405,34.53336,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-009-024,ADULT CARE HOME
497,11597475,UNCLASSIFIED,GOOD SHEPHERD HOME FOR THE AGED,252-636-2722,603 WEST STREET, ,NEW BERN,NC,28560,4849,CRAVEN,37049, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102677531,-77.0481114,35.1097749,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,54,0, , , ,HAL-025-023,ADULT CARE HOME
498,11597317,UNCLASSIFIED,HAYESVILLE HOUSE,828-389-8700,480 OLD HIGHWAY 64 WEST, ,HAYESVILLE,NC,28904,7268,CLAY,37043, , , , ,1262736000000,PHONE,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,116025553,-83.8404752,35.0316097,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HAYESVILLEHOUSE.NET/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-022-003,ADULT CARE HOME
499,11597449,UNCLASSIFIED,HERITAGE CARE OF CONOVER,828-256-9868,3430 LESTER STREET, ,CONOVER,NC,28613,9685,CATAWBA,37035, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102540651,-81.2507254,35.7269867,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-018-018,ADULT CARE HOME
500,11597486,UNCLASSIFIED,HERITAGE PLACE,910-323-4925,325 NORTH COOL SPRING STREET, ,FAYETTEVILLE,NC,28301,5137,CUMBERLAND,37051, , , , ,1257379200000,ALT REF,1257379200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102697889,-78.8744231,35.0544656,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.HERITAGE-PLACE.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,62,0, , , ,HAL-026-019,ADULT CARE HOME
501,11597460,UNCLASSIFIED,HILL FOREST REST HOME,919-837-2493,9141 UNITED STATES HIGHWAY 421 SOUTH, ,BEAR CREEK,NC,27207, ,CHATHAM,37037, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,779563515,-79.3435442,35.6134779,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-019-017,ADULT CARE HOME
502,11597476,UNCLASSIFIED,HOMEPLACE OF NEW BERN,252-637-7133,1309 MCCARTHY BOULEVARD, ,NEW BERN,NC,28562,2035,CRAVEN,37049, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102681141,-77.0951001,35.0940883,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,HTTP://WWW.HOMEPLACEOFNEWBERN.COM/, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,60,0, , , ,HAL-025-014,ADULT CARE HOME
503,11597321,UNCLASSIFIED,KINGS MOUNTAIN CARE CENTER INCORPORATED,704-739-5929,115 FERGUSON DRIVE, ,KINGS MOUNTAIN,NC,28086,9727,CLEVELAND,37045, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,28231632,-81.3392756,35.1950384,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,20,0, , , ,HAL-023-031,ADULT CARE HOME
504,11597471,UNCLASSIFIED,LAKE POINTE ASSISTED LIVING,910-646-3153,206 WANANISH AVENUE, ,LAKE WACCAMAW,NC,28450,2216,COLUMBUS,37047, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,124749112,-78.5016918,34.3251273,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,80,0, , , ,HAL-024-009,ADULT CARE HOME
505,11597451,UNCLASSIFIED,PIEDMONT VILLAGE OF NEWTON,828-464-6490,1345 CHAPMAN LANE, ,NEWTON,NC,28658,1778,CATAWBA,37035, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102553436,-81.2097249,35.6755248,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,40,0, , , ,HAL-018-031,ADULT CARE HOME
506,11597437,UNCLASSIFIED,SOMERSET COURT OF NEWPORT,252-223-2600,3020 MARKET STREET, ,NEWPORT,NC,28570,8708,CARTERET,37031, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102730530,-76.8555056,34.7882273,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS,WWW.SALEMSENIOR.COM/INDEX_PAGE0011.HTML, ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,64,0, , , ,HAL-016-007,ADULT CARE HOME
507,11597468,UNCLASSIFIED,SOMERSET COURT OF SHELBY,704-480-9800,950 HARDIN DRIVE, ,SHELBY,NC,28150,3500,CLEVELAND,37045, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,102647298,-81.5213853,35.3050141,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,72,0, , , ,HAL-023-012,ADULT CARE HOME
508,11558860,UNCLASSIFIED,VALLEY VIEW CARE AND REHABILITATION CENTER,828-321-3075,551 KENT STREET, ,ANDREWS,NC,28901,8088,CHEROKEE,37039, , , , ,1262044800000,ALT REF,1262044800000,MANUAL,623110,NURSING HOMES,124723689,-83.8422155,35.193275,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,NURSING FACILITIES,0,0,80,0, , , ,NH0535,NURSING HOME
509,11597334,UNCLASSIFIED,WATER OAK MANOR,252-633-1143,3407 OAKS ROAD, ,NEW BERN,NC,28560,2718,CRAVEN,37049, , , , ,1262131200000,ALT REF,1262131200000,MANUAL,623312,HOMES FOR THE ELDERLY WITHOUT NURSING CARE,125315976,-77.072363,35.1340965,NAVTEQ,2009Q2,ONENTITY, ,TECHNIGRAPHICS, , ,TECHNIGRAPHICS,HOMES FOR THE ELDERLY (ASSISTED LIVING FACILITIES),0,0,100,0, , , ,HAL-025-029,ADULT CARE HOME
