"","Facility_Type","Facility_Number","Facility_Name","Licensee","Facility_Administrator","Facility_Address","Facility_City","Facility_State","Facility_Zip","County_Name","Regional_Office","Facility_Capacity","Facility_Status","License_First_Date","lon.x","lat.x"
"3368","RESIDENTIAL CARE ELDERLY",565801620,"HICKORY HOUSE","PACIFIC WEST CARE HOMES, LLC","FLORDELIZA HIPOLITO","50 OAK ST., VENTURA","CAMARILLO","CA",93010,"VENTURA",31,36,"LICENSED","5/13/2009",-119.2945505,34.2815167
"3369","RESIDENTIAL CARE ELDERLY",565801067,"HIDDEN GARDEN, THE","ST. MARK & ARCH ANGEL MICHAEL, INC.","AYREEN I. SONBOL","79 MADRID AVENUE, VENTURA","NEWBURY PARK","CA",91320,"VENTURA",31,6,"LICENSED","6/2/2004",-118.9240462,34.1795919
"3370","RESIDENTIAL CARE ELDERLY",315002173,"HIDDEN HILLS COMFORT HOME","HIDDEN HILLS COMFORT HOME, LLC","MUNTEAN, CLARA","1863 HIDDEN VIEW LANE, PLACER","ROSEVILLE","CA",95661,"PLACER",27,6,"LICENSED","3/10/2009",-121.2485751,38.7228311
"3371","RESIDENTIAL CARE ELDERLY",315001444,"HIDDEN LAKE CARE HOME","COPACIU, LYDIA","COPACIU, LYDIA","8405 ACORN DRIVE, PLACER","GRANITE BAY","CA",95746,"PLACER",27,6,"LICENSED","9/6/2004",-121.1592038,38.7457728
"3372","RESIDENTIAL CARE ELDERLY",435201306,"HIDDEN LANE VILLA","CARR, THERESA","THERESA CARR","890 BERRY AVENUE, SANTA CLARA","LOS ALTOS","CA",94024,"SANTA CLARA",26,6,"LICENSED","4/2/2003",-122.0900912,37.3612298
"3373","RESIDENTIAL CARE ELDERLY",374601310,"HIDDEN MEADOWS RESIDENTIAL HOME CARE","FORTUNE FINDER 2000, INC","MONINA ARJONA","27806 DOGWOOD GLEN, SAN DIEGO","ESCONDIDO","CA",92026,"SAN DIEGO",8,6,"LICENSED","3/22/2006",-117.09922,33.2157143
"3374","RESIDENTIAL CARE ELDERLY",361880697,"HIDDEN VALLEY ASSISTED LIVING","HIDDEN VALLEY ASSISTED LIVING","MELIKYAN, NARINE","13430 HIDDEN VALLEY RD, SAN BERNARDINO","VICTORVILLE","CA",92395,"SAN BERNARDINO",18,6,"LICENSED","8/1/2019",-117.2768427,34.4951338
"3375","RESIDENTIAL CARE ELDERLY",75601073,"HIDDEN VALLEY CARE HOME","IGNATIUS GROUP, LLC, THE","NAVEEN SHARMA","33 HIDDEN VALLEY ROAD, CONTRA COSTA","LAFAYETTE","CA",94549,"CONTRA COSTA",15,6,"LICENSED","12/3/2004",-122.1569313,37.8867554
"3376","RESIDENTIAL CARE ELDERLY",19200652,"HIGH COUNTRY ELDERLY CARE","NADINE VILLICANA","NADINE VILLICANA","27965 HIGH COUNTRY DRIVE, ALAMEDA","HAYWARD","CA",94542,"ALAMEDA",15,6,"LICENSED","9/29/2016",-122.0288052,37.6523863
"3377","RESIDENTIAL CARE ELDERLY",157200576,"HIGH DESERT HAVEN","MATHEW, ABRAHAM","MATHEW, ABRAHAM T.","1240 COLLEGE HEIGHTS BLVD., KERN","RIDGECREST","CA",93555,"KERN",24,82,"LICENSED","9/29/1997",-117.6687451,35.6013441
"3378","RESIDENTIAL CARE ELDERLY",197609854,"HIGH DESERT MANOR III","HIGH DESERT MANOR III","CASTILLO, IMELDA","39949 WESTCLIFF ST, LOS ANGELES","PALMDALE","CA",93551,"LOS ANGELES",31,6,"LICENSED","9/3/2019",-118.1946583,34.6082033
"3379","RESIDENTIAL CARE ELDERLY",366424971,"HIGH DESERT RESIDENTIAL CARE, LLC","HIGH DESERT RESIDENTIAL CARE, LLC","YIP, TERESA","8980 JOSHUA LANE, SAN BERNARDINO","YUCCA VALLEY","CA",92284,"SAN BERNARDINO",18,12,"LICENSED","9/27/2010",-116.3872505,34.0888729
"3380","RESIDENTIAL CARE ELDERLY",361880759,"HIGH GARDEN HOMES LLC","HIGH GARDEN HOMES LLC","OSHIMA, RYAN NOBORU","1349 N LAUREL AVE, SAN BERNARDINO","UPLAND","CA",91786,"SAN BERNARDINO",18,6,"LICENSED","8/9/2019",-117.6529039,34.1124146
"3381","RESIDENTIAL CARE ELDERLY",331800160,"HIGHGATE SENIOR LIVING-TEMECULA","BURON CONSTRUCTION INC. GP OF HIGHGATE TEMECULA LP","WILLIAMS, KATHLEEN","42301 MORAGA ROAD, RIVERSIDE","TEMECULA","CA",92591,"RIVERSIDE",18,99,"LICENSED","1/9/2018",-117.1405382,33.5067412
"3382","RESIDENTIAL CARE ELDERLY",366426762,"HIGHLAND SENIOR HOME CARE LLC","HIGHLAND SENIOR HOME CARE, LLC","LIWANAG, AMPARO","7513 SWEETMEADOW COURT, SAN BERNARDINO","HIGHLAND","CA",92346,"SAN BERNARDINO",18,6,"LICENSED","3/23/2016",-117.2057498,34.1173297
"3383","RESIDENTIAL CARE ELDERLY",486800554,"HIGHLANDS CARE HOME III, THE","MARIA M. SALVADOR","MARIA M. SALVADOR","349 AUBURN DR., SOLANO","VALLEJO","CA",94589,"SOLANO",21,6,"LICENSED","2/4/1998",-122.2702405,38.1504384
"3384","RESIDENTIAL CARE ELDERLY",486800855,"HIGHLANDS CARE HOME IV","SALVADOR, MARIA M.","SALVADOR, MARIA","333 FORESTHILL DRIVE, SOLANO","VALLEJO","CA",94589,"SOLANO",21,6,"LICENSED","6/28/2000",-122.2716583,38.1501888
"3385","RESIDENTIAL CARE ELDERLY",197609675,"HIGHLANDS MANOR INC","HIGHLANDS MANOR INC","LEVIN, RUSLAN","9811 BELMAR AVE, LOS ANGELES","NORTHRIDGE","CA",91324,"LOS ANGELES",31,6,"LICENSED","1/14/2019",-118.5593254,34.2486379
"3386","RESIDENTIAL CARE ELDERLY",496801208,"HILL HOUSE, THE","HILL HOUSE LLC","HILL, RALPH","8840 EGG FARM LANE, SONOMA","KENWOOD","CA",95452,"SONOMA",21,6,"LICENSED","10/23/2002",-122.5499572,38.4207184
"3387","RESIDENTIAL CARE ELDERLY",306005625,"HILL MANOR ELDERLY CARE","GPM HEALTHCARE MANAGEMENT INC","MIRABUENO, MARIA PRICILLA","13021 HEWES AVENUE, ORANGE","SANTA ANA","CA",92705,"ORANGE",22,6,"LICENSED","8/21/2019",-117.805643,33.77329
"3388","RESIDENTIAL CARE ELDERLY",496803379,"HILL TERRACE","CASTANEDA, KEVIN","CASTANEDA, RAMIRO ERNESTO","922 COTTONWOOD COURT, SONOMA","PETALUMA","CA",94954,"SONOMA",21,5,"LICENSED","4/23/2012",-122.6140341,38.236125
"3389","RESIDENTIAL CARE ELDERLY",97003441,"HILLCREST CARE","PEREZ, ANGELITA","PEREZ, ANGELITA","971 BIG SUR COURT, EL DORADO","EL DORADO HILLS","CA",95762,"EL DORADO",27,6,"LICENSED","10/23/2006",-121.0761945,38.6636223
"3390","RESIDENTIAL CARE ELDERLY",336408194,"HILLCREST COTTAGE","NOEMI MAMANI","NOEMI MAMANI","1087 HILLCREST CT, RIVERSIDE","CALIMESA","CA",92320,"RIVERSIDE",18,6,"LICENSED","11/4/2003",-117.0332805,33.9980216
"3391","RESIDENTIAL CARE ELDERLY",415600102,"HILLCREST MANOR","AFON USA, INC.","AFANASIEV, JOHN","909 HILLCREST DRIVE, SAN MATEO","REDWOOD CITY","CA",94062,"SAN MATEO",14,12,"LICENSED","8/20/1997",-122.2576565,37.474909
"3392","RESIDENTIAL CARE ELDERLY",75601460,"HILLCREST MANOR BOARD & CARE","ASHBY, GREG & LINDA","BLAIR, MARTIN","5135 DOMENGINE WAY, CONTRA COSTA","ANTIOCH","CA",94531,"CONTRA COSTA",15,6,"LICENSED","2/27/2009",-121.80568,37.9593877
"3393","RESIDENTIAL CARE ELDERLY",79200389,"HILLCREST MEMORY CARE LIVING","SST SENIOR CARE, LLC","CECILY PALMA","825 EAST 18TH STREET, CONTRA COSTA","ANTIOCH","CA",94509,"CONTRA COSTA",15,90,"LICENSED","2/27/2015",-121.7910841,38.0053783
"3394","RESIDENTIAL CARE ELDERLY",306003615,"HILLCREST RESIDENTIAL CARE #1","HILLCREST RESIDENTIAL CARE, LLC","EDUARDO CAPISTRANO","6468 CALLE DEL NORTE, ORANGE","ANAHEIM HILLS","CA",92807,"ORANGE",22,6,"LICENSED","6/21/2007",-117.7662444,33.8464186
"3395","RESIDENTIAL CARE ELDERLY",306002060,"HILLCREST RESIDENTIAL CARE #2","CAPISTRANO, EDUARDO","EDUARDO CAPISTRANO","6462 E. CALLE DEL NORTE, ORANGE","ANAHEIM HILLS","CA",92807,"ORANGE",22,6,"LICENSED","4/19/2004",-117.7664047,33.8463594
"3396","RESIDENTIAL CARE ELDERLY",565800734,"HILLCREST ROYALE","RETIREMENT HOME, INC., THE","INGA JAKOBOVICH","190 EAST HILLCREST DRIVE, VENTURA","THOUSAND OAKS","CA",91360,"VENTURA",31,145,"LICENSED","6/28/2002",-118.8737401,34.1806668
"3397","RESIDENTIAL CARE ELDERLY",306000012,"HILLHURST MANOR","SCHENKELBERG, PETER JOSUA","SCHENKELBERG, PETER J.","24052 HILLHURST, ORANGE","LAGUNA NIGUEL","CA",92677,"ORANGE",22,6,"LICENSED","5/26/1994",-117.7097271,33.5204983
"3398","RESIDENTIAL CARE ELDERLY",336410195,"HILLS OF ALCOBA, THE","CALIFORNIA HILLS, INC","ESTRELLA SAVAR","43707 ALCOBA DRIVE, RIVERSIDE","TEMECULA,","CA",92592,"RIVERSIDE",18,6,"LICENSED","4/12/2005",-117.0828652,33.492266
"3399","RESIDENTIAL CARE ELDERLY",374600935,"HILLSIDE GARDEN II, RCFE","TWILIGHT,INC.","JASNA POPOVICH","2541 ABEDUL STREET, SAN DIEGO","CARLSBAD","CA",92009,"SAN DIEGO",8,6,"LICENSED","4/18/2000",-117.2502735,33.1060025
"3400","RESIDENTIAL CARE ELDERLY",374600823,"HILLSIDE GARDEN RCFE","TWILIGHT, INC.","JASNA POPOVICH","4892 HILLSIDE DRIVE, SAN DIEGO","CARLSBAD","CA",92008,"SAN DIEGO",8,6,"LICENSED","7/28/1999",-117.2495794,32.8396947
"3401","RESIDENTIAL CARE ELDERLY",374604029,"HILLSIDE HAVEN GUEST HOME","JARDIN, JERAMEL & JARDIN, LEONA","JARDIN, LEONA","9141 SPICE STREET, SAN DIEGO","LA MESA","CA",91941,"SAN DIEGO",8,6,"LICENSED","5/5/2018",-117.0006252,32.7646693
"3402","RESIDENTIAL CARE ELDERLY",197607211,"HILLSIDE HOME FOR ELDERLY","HILLSIDE HOME FOR ELDERLY CORPORATION","MARICIEL GAMBOA","1025 LEANDRA LANE, LOS ANGELES","ARCADIA","CA",91006,"LOS ANGELES",28,6,"LICENSED","11/29/2007",-118.0431716,34.1496498
"3403","RESIDENTIAL CARE ELDERLY",306004575,"HILLSIDE VIEW","JOYFUL HOME CORPORATION","EMMANUEL DIZON","22122 PADOVA STREET, ORANGE","LAGUNA HILLS","CA",92653,"ORANGE",22,6,"LICENSED","1/24/2014",-117.7433161,33.6181147
"3404","RESIDENTIAL CARE ELDERLY",401703837,"HILLSIDE VILLA RETIREMENT HOME","RAY, CONNIE","RAY, CONNIE","547 MAY STREET, SAN LUIS OBISPO","ARROYO GRANDE","CA",93420,"SAN LUIS OBISPO",29,6,"LICENSED","12/13/1991",-120.5736207,35.1284047
"3405","RESIDENTIAL CARE ELDERLY",405800193,"HILLSIDE VILLA RETIREMENT HOME #2","RAY, CONNIE K.","CONNIE K. RAY 98","533 LE POINT STREET, SAN LUIS OBISPO","ARROYO GRANDE","CA",93420,"SAN LUIS OBISPO",29,6,"LICENSED","12/20/1996",-120.5736657,35.1274568
"3406","RESIDENTIAL CARE ELDERLY",374601178,"HILLTOP COUNTRY ESTATE","DY, RUBY RIVERO","RUBY RIVEREO DY","28661 MEADOW GLEN WAY WEST, SAN DIEGO","ESCONDIDO","CA",92026,"SAN DIEGO",8,10,"LICENSED","11/6/2001",-117.116621,33.223439
"3407","RESIDENTIAL CARE ELDERLY",336409085,"HILLTOP GUEST HOME","HILLTOP GUEST HOME, LLC.","MARISSA MASHBURN","30951 BLACKHORSE DRIVE, RIVERSIDE","CANYON LAKE","CA",92587,"RIVERSIDE",18,6,"LICENSED","1/24/2005",-117.2456115,33.6707436
"3408","RESIDENTIAL CARE ELDERLY",197608283,"HILLTOP HAVEN 2","HILLTOP HAVEN  LLC","ERWIN DUFFELS","6531 GLORIA AVENUE, LOS ANGELES","LAKE BALBOA","CA",91406,"LOS ANGELES",31,6,"LICENSED","12/30/2015",-118.4795761,34.1895903
"3409","RESIDENTIAL CARE ELDERLY",197608357,"HILLTOP HAVEN #1","HILLTOP HAVEN  LLC","GLEN E. THOMAS","20550 AETNA STREET, LOS ANGELES","WOODLAND HILLS","CA",91367,"LOS ANGELES",31,6,"LICENSED","12/30/2015",-118.5814167,34.1786207
"3410","RESIDENTIAL CARE ELDERLY",486802013,"HILLVIEW CARE HOME","HILLVIEW CARE HOME,LLC","JOSEPHINE MENDOZA","141 HILLVIEW DRIVE, SOLANO","VALLEJO","CA",94591,"SOLANO",21,6,"LICENSED","9/24/2007",-122.2055546,38.1161384
"3411","RESIDENTIAL CARE ELDERLY",421704099,"HILLVIEW RESIDENCE","HERITAGE REST HOME, INC.","SHERI DROM","3705 HILLVIEW ROAD, SANTA BARBARA","SANTA MARIA","CA",93455,"SANTA BARBARA",29,48,"LICENSED","10/22/1993",-120.4257388,34.8924465
"3412","RESIDENTIAL CARE ELDERLY",107208797,"HILLVIEW SUNSHINE HOME","T&M CARE HOME, LLC","CLAMOR, MELISSA D","2629 E HILLVIEW AVE, FRESNO","FRESNO","CA",93720,"FRESNO",24,6,"LICENSED","3/29/2018",-119.736496,36.8672357
"3413","RESIDENTIAL CARE ELDERLY",75601208,"HM LOVE & CARE HOME","RIFORMO, MARIA P. & HAILEY R.","RIFORMO, HAILEY R.","508 KAYANN COURT, CONTRA COSTA","EL SOBRANTE","CA",94803,"CONTRA COSTA",15,6,"LICENSED","8/28/2006",-122.2821584,37.9584937
"3414","RESIDENTIAL CARE ELDERLY",197609604,"HM SWEET HOME","HM SWEET HOME","NADRIAN, ASMIK","6215 BLUEBELL AVENUE, LOS ANGELES","NORTH HOLLYWOOD","CA",91606,"LOS ANGELES",31,6,"LICENSED","8/10/2018",-118.4105141,34.1835659
"3415","RESIDENTIAL CARE ELDERLY",496801205,"HOEN'S CARE HOME","ALCONES, LILY O.","ALCONES, LILY O.","1618 MARIPOSA DRIVE, SONOMA","SANTA ROSA","CA",95405,"SONOMA",21,6,"LICENSED","3/18/2003",-122.6685598,38.4403281
"3416","RESIDENTIAL CARE ELDERLY",19200795,"HOLISTIC CARE HOME","NGUYEN, AYWON-ANH & NGUYEN, KRYSTAL","NGUYEN, AYWON-ANH","14724 PEPPERDINE ST, ALAMEDA","SAN LEANDRO","CA",94579,"ALAMEDA",15,6,"LICENSED","1/7/2019",-122.1510321,37.6992232
"3417","RESIDENTIAL CARE ELDERLY",157208257,"HOLISTIC CARE HOME INC","HOLISTIC CARE HOME, INC","MANGAT, NAVJOT","13612 NIGHT STAR LANE, KERN","BAKERSFIELD","CA",93314,"KERN",24,6,"LICENSED","8/3/2017",-119.1541239,35.4109216
"3418","RESIDENTIAL CARE ELDERLY",198602529,"HOLISTIC SENIOR C ARE I","HOLISTIC SENIOR CARE LLC","ZETINA, JACQUELINE EARL","4626 ARLINGTON AVENUE, LOS ANGELES","LOS ANGELES","CA",90043,"LOS ANGELES",11,6,"LICENSED","3/29/2017",-118.3179153,34.0010598
"3419","RESIDENTIAL CARE ELDERLY",198602528,"HOLISTIC SENIOR C ARE II","HOLISTIC SENIOR CARE LLC","ZETINA, JACQUELINE EARL","4628 ARLINGTON AVENUE, LOS ANGELES","LOS ANGELES","CA",90043,"LOS ANGELES",11,6,"LICENSED","3/29/2017",-118.3178689,34.0010398
"3420","RESIDENTIAL CARE ELDERLY",306004308,"HOLLYBROOK SENIOR LIVING OF ORANGE","HOLLYBROOK MONTECITO OPERATIONS, LLC","TANJA OLANO","2025 N. BUSH STREET, ORANGE","SANTA ANA","CA",92706,"ORANGE",22,120,"LICENSED","1/25/2011",-117.8658325,33.7636429
"3421","RESIDENTIAL CARE ELDERLY",197609689,"HOLLYWOOD HEALTHY LIVING LLC","HOLLYWOOD HEALTHY LIVING LLC","AGAZAVYAN, GAYANE","8002 HOLLYWOOD WAY, LOS ANGELES","SUN VALLEY","CA",91352,"LOS ANGELES",31,6,"LICENSED","3/22/2019",-118.3447109,34.2162434
"3422","RESIDENTIAL CARE ELDERLY",392700450,"HOLLYWOOD RCFE LLC","HOLLYWOOD RCFE LLC","CALDERON CRUZ, MARIVIC","2306 HOLLYWOOD DR, SAN JOAQUIN","STOCKTON","CA",95210,"SAN JOAQUIN",27,6,"LICENSED","3/25/2019",-121.2863072,38.0289269
"3423","RESIDENTIAL CARE ELDERLY",197608020,"HOLLYWOOD ROYALE GARDENS","HOLLYWOOD ELDERLY CARE, INC.","LUSINE HAKOBYAN","6054 FRANKLIN AVENUE, LOS ANGELES","LOS ANGELES","CA",90028,"LOS ANGELES",31,120,"LICENSED","10/25/2010",-118.3216739,34.1049214
"3424","RESIDENTIAL CARE ELDERLY",79200761,"HOLY ANGEL HOME CARE 1","EXODYNE INC","LIU, ALEXANDRIA","1359 SUNFLOWER LANE, CONTRA COSTA","BRENTWOOD","CA",94513,"CONTRA COSTA",15,6,"LICENSED","12/11/2018",-121.7163842,37.9486716
"3425","RESIDENTIAL CARE ELDERLY",197606963,"HOLY CARE HOME CENTER, INC","HOLY CARE HOME CENTER, INC.","JAYSON SANDHU","2709 CENTRAL AVENUE, LOS ANGELES","EL MONTE","CA",91732,"LOS ANGELES",28,30,"LICENSED","12/10/2007",-118.2557514,34.0175729
"3426","RESIDENTIAL CARE ELDERLY",11440983,"HOLY FAMILY HOME","LAO, JR., JAMES SINDICO","ALVARADO, JUDITH","2420 FRUITVALE AVENUE, ALAMEDA","OAKLAND","CA",94601,"ALAMEDA",15,19,"LICENSED","11/6/1992",-122.2209595,37.7871754
"3427","RESIDENTIAL CARE ELDERLY",366402904,"HOLY HILL HOME CARE","PURACI, LIVIUS & MARIA","PURACI, LIVIUS & MARIA","33922 COLORADO ST., SAN BERNARDINO","YUCAIPA","CA",92399,"SAN BERNARDINO",18,6,"LICENSED","4/19/1999",-117.0641229,34.0179702
"3428","RESIDENTIAL CARE ELDERLY",366408520,"HOLY HILL HOME CARE EAST","LIVIUS PURACI","LIVIUS PURACI","34034 NEBRASKA LN, SAN BERNARDINO","YUCAIPA","CA",92399,"SAN BERNARDINO",18,6,"LICENSED","11/30/2004",-117.062352,34.0167364
"3429","RESIDENTIAL CARE ELDERLY",198600141,"HOLY HILL INC./CARFAX HOME","HOLY HILL, INC.","FRANCISCO, ROBERT","13831 CARFAX AVE, LOS ANGELES","BELLFLOWER","CA",90706,"LOS ANGELES",28,6,"LICENSED","11/13/2002",-118.1105991,33.9051474
"3430","RESIDENTIAL CARE ELDERLY",374602755,"HOLY ROSARY RESIDENCE","ANNA MARIA, INC.","LEE, ELIZABETH","5651 DOROTHY WAY, SAN DIEGO","SAN DIEGO","CA",92115,"SAN DIEGO",8,6,"LICENSED","2/17/2010",-117.0730184,32.7676398
"3431","RESIDENTIAL CARE ELDERLY",435200488,"HOLY SPIRIT RESIDENTIAL CARE","CORINA ANCHETA","ANCHETA, CORINA","262 LAKEMUIR DRIVE, SANTA CLARA","SUNNYVALE","CA",94089,"SANTA CLARA",26,6,"LICENSED","1/26/1998",-121.9979383,37.3949661
"3432","RESIDENTIAL CARE ELDERLY",236803575,"HOLY SPIRIT RESIDENTIAL CARE HOME-III","HOLY SPIRIT RESIDENTIAL CARE HOME INC.","PERLA AND GENARO GONZALEZ","414 GROVE STREET, MENDOCINO","WILLITS","CA",95490,"MENDOCINO",21,6,"LICENSED","3/20/2015",-123.3376108,39.3876783
"3433","RESIDENTIAL CARE ELDERLY",236803358,"HOLY SPIRIT RESIDENTIAL CARE HOME INC. II","HOLY SPIRIT RESIDENTIAL CARE HOME INC","GONZALEZ, PERLA","1275 ELM STREET, MENDOCINO","UKIAH","CA",95482,"MENDOCINO",21,6,"LICENSED","1/25/2012",-123.2109317,39.1621437
"3434","RESIDENTIAL CARE ELDERLY",236803255,"HOLY SPIRIT RESIDENTIAL CARE HOME, INC.","HOLY SPIRIT RESIDENTIAL CARE HOME, INC.","GONZALEZ, GENARO","224 LAWS AVENUE, MENDOCINO","UKIAH","CA",95482,"MENDOCINO",21,6,"LICENSED","4/13/2010",-123.2108439,39.127262
"3435","RESIDENTIAL CARE ELDERLY",415600751,"HOME AT CRESTMOOR","QUALITY HEALTH AT HOME, LLC","PRADO, IMELDA","2600 PLYMOUTH WAY, SAN MATEO","SAN BRUNO","CA",94066,"SAN MATEO",14,6,"LICENSED","7/18/2008",-122.4419686,37.6258709
"3436","RESIDENTIAL CARE ELDERLY",198602551,"HOME AWAY ASSISTED LIVING","HOME AWAY ASSISTED LIVING","KISS, ADRIANA REY","8743 YOUNGDALE STREET, LOS ANGELES","SAN GABRIEL","CA",91775,"LOS ANGELES",28,6,"LICENSED","1/18/2018",-118.0777689,34.1196843
"3437","RESIDENTIAL CARE ELDERLY",374603843,"HOME AWAY FROM HOME ELDERLY CARE","HOME AWAY FROM HOME ELDERLY CARE LLC","NIMER, ROSANA S","11025 AVENIDA DEL GATO, SAN DIEGO","SAN DIEGO","CA",92126,"SAN DIEGO",8,6,"LICENSED","3/29/2018",-117.1474084,32.9209979
"3438","RESIDENTIAL CARE ELDERLY",79200316,"HOME AWAY FROM HOME SENIOR FACILITY","GUY, LAVERTA","GUY, LAVERTA","4234 GOLDENHILL DRIVE, CONTRA COSTA","PITTSBURG","CA",94565,"CONTRA COSTA",15,6,"LICENSED","2/20/2015",-121.8805869,37.9964504
"3439","RESIDENTIAL CARE ELDERLY",366426093,"HOME CARE OF LOMA LINDA","ANTHONY CHRIS HOLDINGS LLC","TORRES, ANTHONY","25553 HURON STREET, SAN BERNARDINO","LOMA LINDA","CA",92354,"SAN BERNARDINO",18,6,"LICENSED","3/6/2014",-117.2467827,34.0414496
"3440","RESIDENTIAL CARE ELDERLY",415600715,"HOME IN BURLINGAME, THE","BURLINGAME HAVEN CORPORATION","RELEVO, I. & HADUCA MA. E.","922 CAPUCHINO AVENUE, SAN MATEO","BURLINGAME","CA",94010,"SAN MATEO",14,6,"LICENSED","11/30/2007",-122.3602345,37.5827704
"3441","RESIDENTIAL CARE ELDERLY",415600889,"HOME IN SAN MATEO, THE","BURLINGAME HAVEN CORPORATION","ERLINDA MA HADUCA","1790 BROOKS STREET, SAN MATEO","SAN MATEO","CA",94403,"SAN MATEO",14,6,"LICENSED","6/2/2014",-122.2939643,37.558009
"3442","RESIDENTIAL CARE ELDERLY",197803655,"HOME OF PERPETUAL CARE","LEAH ANGELA IGNACIO","LEAH ANGELA IGNACIO","3027 WENWOOD ST., LOS ANGELES","LA VERNE","CA",91750,"LOS ANGELES",28,6,"LICENSED","9/10/2001",-117.7568306,34.1050155
"3443","RESIDENTIAL CARE ELDERLY",198602159,"HOME OF SERENITY","HOME OF SERENITY CORPORATION","DELAUNAY, JESSY","173 EAST ARROW HIGHWAY, LOS ANGELES","CLAREMONT","CA",91711,"LOS ANGELES",28,6,"LICENSED","11/10/2016",-117.7133974,34.090736
"3444","RESIDENTIAL CARE ELDERLY",198204402,"HOME OF ST. COLUMBA, THE","BLESSED SACRAMENT SISTERS OF CHARITY, INC.","EUNMI T KONG","248 SOUTH MARIPOSA AVENUE, LOS ANGELES","LOS ANGELES","CA",90004,"LOS ANGELES",28,6,"LICENSED","8/20/2004",-118.2987513,34.0699241
"3445","RESIDENTIAL CARE ELDERLY",79200611,"HOME SWEET ALAMO","HOME SWEET CARE HOMES INC","SORIANO, CHRISTINE","3 NAVAJO COURT, CONTRA COSTA","ALAMO","CA",94507,"CONTRA COSTA",15,6,"LICENSED","11/9/2017",-122.051539,37.8713788
"3446","RESIDENTIAL CARE ELDERLY",75601359,"HOME SWEET CARE HOMES","HOME SWEET CARE HOMES, INC","SORIANO, CHRISTINE/CORNELL","1584 DIANDA DRIVE, CONTRA COSTA","CONCORD","CA",94521,"CONTRA COSTA",15,6,"LICENSED","10/5/2007",-121.9853004,37.9664325
"3447","RESIDENTIAL CARE ELDERLY",342700373,"HOME SWEET HOME - ASSISTED LIVING FACILITY","MEZA, LILIBETH & TRAIN, ANGELINA","MEZA, LILIBETH","8890 HARLOW CT, SACRAMENTO","ELK GROVE","CA",95624,"SACRAMENTO",27,6,"LICENSED","12/4/2018",-121.3809312,38.4345992
"3448","RESIDENTIAL CARE ELDERLY",331800231,"HOME SWEET HOME ASSISTED LIVING","HOME SWEET HOME SENIOR CARE LLC","CONDIT, CHRYSTAL","29510 SCOREBOARD, RIVERSIDE","LAKE ELSINORE","CA",92530,"RIVERSIDE",18,5,"LICENSED","12/20/2017",-117.2964286,33.6515234
"3449","RESIDENTIAL CARE ELDERLY",374602806,"HOME SWEET HOME CARE","NONAY, NORMA D.","NONAY, NORMA D.","6811 FUJI STREET, SAN DIEGO","SAN DIEGO","CA",92139,"SAN DIEGO",8,6,"LICENSED","4/20/2009",-117.0462388,32.6847203
"3450","RESIDENTIAL CARE ELDERLY",397002694,"HOME SWEET HOME FOR THE ELDERLY","SUZARA, SARAH JANE","SUZARA, SARAH","14110 JASPER STREET, SAN JOAQUIN","LATHROP","CA",95330,"SAN JOAQUIN",27,6,"LICENSED","11/7/2006",-121.2809427,37.8323493
"3451","RESIDENTIAL CARE ELDERLY",197602143,"HOME SWEET HOME II","HOME SWEET HOME RESIDENTIAL CARE, INC.","ALFONSO DE LA CUESTA","23788 VIA JACARA, LOS ANGELES","VALENCIA","CA",91355,"LOS ANGELES",31,6,"LICENSED","1/6/1999",-118.5509578,34.3982495
"3452","RESIDENTIAL CARE ELDERLY",342700662,"HOME SWEET HOME II ASSISTED LIVING FACILITY","LILIBETH MEZA","MEZA, LILIBETH","8781 KELSEY DRIVE, SACRAMENTO","ELK GROVE","CA",95624,"SACRAMENTO",27,6,"LICENSED","9/4/2019",-121.3785075,38.4160044
"3453","RESIDENTIAL CARE ELDERLY",79200822,"HOME SWEET HOME OF HERCULES","DASTGHEIB, ALI SINA","DASTGHEIB, ALI SINA","295 SPARROW DR, CONTRA COSTA","HERCULES","CA",94547,"CONTRA COSTA",15,6,"LICENSED","8/19/2019",-122.2612679,38.0005816
"3454","RESIDENTIAL CARE ELDERLY",306005720,"HOME SWEET HOME RESIDENTIAL CARE","LUXURY LIVING SENIOR CARE, LLC","LUU, CHI V","362 N SWIDLER STREET, ORANGE","ORANGE","CA",92869,"ORANGE",22,6,"PENDING",NA,-117.8152687,33.792589
"3455","RESIDENTIAL CARE ELDERLY",415600821,"HOME SWEET HOME SENIOR CARE","HOME SWEET HOME SENIOR CARE DALY CITY, INC.","NEDILJKA MATIJAS","1560 BRYANT STREET, SAN MATEO","DALY CITY","CA",94015,"SAN MATEO",14,55,"LICENSED","9/23/2010",-122.4735699,37.6887417
"3456","RESIDENTIAL CARE ELDERLY",197607090,"HOME WITH HEART, INC.","HOME WITH HEART, INC.","ADRIANA ANDRADE","6900 ROYER AVENUE, LOS ANGELES","WEST HILLS","CA",91307,"LOS ANGELES",31,6,"LICENSED","9/26/2007",-118.6281883,34.1945629
"3457","RESIDENTIAL CARE ELDERLY",425800669,"HOMECARE CASA LINDA, INC.","HOMECARE CASA LINDA, INC.","LINDA ORQUIOLA","4744 AVALON AVENUE, SANTA BARBARA","SANTA BARBARA","CA",93110,"SANTA BARBARA",29,6,"LICENSED","8/3/2001",-119.7880429,34.4313081
